species,tray,plant_id,measurement,days,a,b,c,plant_effect,tray_effect,diameter_cm,height_cm
Pinus_radiata,T2,29,6,90,25,0.02,1.5,-0.15264049369467203,-0.028841622990212635,21.498763765234163,44.86088608498344
Pinus_radiata,T2,29,7,105,25,0.02,1.5,-0.15264049369467203,-0.028841622990212635,22.499452320879346,41.70494586351828
Pinus_radiata,T2,29,8,120,25,0.02,1.5,-0.15264049369467203,-0.028841622990212635,21.122468851446566,NA
Pinus_radiata,T2,30,1,15,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,16.288609306318804,31.505559006402212
Pinus_radiata,T2,30,2,30,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,22.035636679496086,44.72384462437337
Pinus_radiata,T2,30,3,45,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,23.72124130748537,NA
Pinus_radiata,T2,30,4,60,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,21.82744681959895,39.982561701790715
Pinus_radiata,T2,30,5,75,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,23.31164457753957,44.08251981990819
Pinus_radiata,T2,30,6,90,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,23.140236758673957,39.52586123960327
Pinus_radiata,T2,30,7,105,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,22.582512211361923,47.41273373021706
Pinus_radiata,T2,30,8,120,25,0.02,1.5,-0.07467637466043257,-0.028841622990212635,24.133920776650804,42.156779883644106
Pinus_radiata,T2,31,1,15,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,19.656112623346974,35.99486446208496
Pinus_radiata,T2,31,2,30,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,27.691820768027014,53.7407456650833
Pinus_radiata,T2,31,3,45,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,29.918056503626538,58.716489060470984
Pinus_radiata,T2,31,4,60,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,NA,55.81765135319417
Pinus_radiata,T2,31,5,75,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,27.72857674100255,58.88276927861084
Pinus_radiata,T2,31,6,90,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,30.021195074676417,58.33280717328463
Pinus_radiata,T2,31,7,105,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,29.80060316903819,54.91017876906801
Pinus_radiata,T2,31,8,120,25,0.02,1.5,0.16552688435071286,-0.028841622990212635,27.326334916417796,56.03842723081604
Pinus_radiata,T2,32,1,15,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,15.539719760651694,27.428359919085672
Pinus_radiata,T2,32,2,30,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,19.463951053374668,35.80885102224854
Pinus_radiata,T2,32,3,45,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,NA,NA
Pinus_radiata,T2,32,4,60,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,21.04070489481995,40.40920727860448
Pinus_radiata,T2,32,5,75,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,21.570581969124614,44.66412778421664
Pinus_radiata,T2,32,6,90,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,19.625488753253798,34.870802323905615
Pinus_radiata,T2,32,7,105,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,22.035721546016013,41.18509013046876
Pinus_radiata,T2,32,8,120,25,0.02,1.5,-0.10953624150238382,-0.028841622990212635,21.280107494843037,43.38712618977651
Pinus_radiata,T2,33,1,15,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,14.992494310799458,31.01146421282887
Pinus_radiata,T2,33,2,30,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,22.84640411370443,46.613211798453776
Pinus_radiata,T2,33,3,45,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,20.3661079418486,50.94450307687592
Pinus_radiata,T2,33,4,60,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,21.793442772046852,47.175697935862196
Pinus_radiata,T2,33,5,75,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,22.918795659241905,45.832355667978305
Pinus_radiata,T2,33,6,90,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,22.10431376095547,45.00541636152988
Pinus_radiata,T2,33,7,105,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,20.538938064226667,42.06775418115215
Pinus_radiata,T2,33,8,120,25,0.02,1.5,-0.07288436053307965,-0.028841622990212635,20.168840661302802,48.452305428852
Pinus_radiata,T2,34,1,15,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,17.11763484635943,31.743870166303157
Pinus_radiata,T2,34,2,30,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,26.201478518680148,49.38866422902004
Pinus_radiata,T2,34,3,45,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,24.062318792618836,47.6105895930422
Pinus_radiata,T2,34,4,60,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,26.004306413952115,NA
Pinus_radiata,T2,34,5,75,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,24.923861849617698,52.881792974109516
Pinus_radiata,T2,34,6,90,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,24.62816574161426,44.22785391610603
Pinus_radiata,T2,34,7,105,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,NA,47.68489817690027
Pinus_radiata,T2,34,8,120,25,0.02,1.5,0.0265088928812183,-0.028841622990212635,24.460784747437156,47.201960158764265
Pinus_radiata,T2,35,1,15,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,17.488881226120334,31.480983327613544
Pinus_radiata,T2,35,2,30,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,19.854117626018823,41.067113980353305
Pinus_radiata,T2,35,3,45,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,20.462265610131205,49.68070402242319
Pinus_radiata,T2,35,4,60,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,21.322889170393065,49.25962825685003
Pinus_radiata,T2,35,5,75,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,22.57107266824917,41.49879349249541
Pinus_radiata,T2,35,6,90,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,21.365800010021783,44.111541035477174
Pinus_radiata,T2,35,7,105,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,20.93065953736045,42.77807348036926
Pinus_radiata,T2,35,8,120,25,0.02,1.5,-0.11336462629667998,-0.028841622990212635,20.631594153732276,34.23678499337842
Pinus_radiata,T2,36,1,15,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,16.451296257100022,34.02127265255024
Pinus_radiata,T2,36,2,30,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,26.488615825318806,NA
Pinus_radiata,T2,36,3,45,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,22.657683717635308,52.32014450336666
Pinus_radiata,T2,36,4,60,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,27.120531588397185,50.698484071375965
Pinus_radiata,T2,36,5,75,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,24.671834499208092,43.91370672326443
Pinus_radiata,T2,36,6,90,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,24.052739621119308,51.861929233926936
Pinus_radiata,T2,36,7,105,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,26.626549869607157,52.54267428770916
Pinus_radiata,T2,36,8,120,25,0.02,1.5,0.03531102618254122,-0.028841622990212635,NA,51.86616062556835
Pinus_radiata,T2,37,1,15,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,15.697837290954059,34.119651041833194
Pinus_radiata,T2,37,2,30,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,20.968619096102866,44.586782124712194
Pinus_radiata,T2,37,3,45,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,25.22116694311099,54.38980134848241
Pinus_radiata,T2,37,4,60,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,21.769331242195214,47.913862071651614
Pinus_radiata,T2,37,5,75,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,22.72730772544405,47.69600064246074
Pinus_radiata,T2,37,6,90,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,25.576184072132552,46.75191638184756
Pinus_radiata,T2,37,7,105,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,24.65270625219243,50.27426698918307
Pinus_radiata,T2,37,8,120,25,0.02,1.5,-0.023446438605111444,-0.028841622990212635,23.270554681716003,50.232068009834336
Pinus_radiata,T2,38,1,15,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,16.19355013617995,33.67349664694441
Pinus_radiata,T2,38,2,30,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,23.537696342299018,48.67627236347057
Pinus_radiata,T2,38,3,45,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,25.657073677022353,48.109663888697284
Pinus_radiata,T2,38,4,60,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,24.24243660431099,52.8097418596355
Pinus_radiata,T2,38,5,75,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,24.137078944247346,47.434490952783435
Pinus_radiata,T2,38,6,90,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,NA,52.51428129226559
Pinus_radiata,T2,38,7,105,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,24.248250134235157,50.23246362667233
Pinus_radiata,T2,38,8,120,25,0.02,1.5,0.024646739755997273,-0.028841622990212635,24.117514522655334,53.07475646781385
Pinus_radiata,T2,39,1,15,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,19.365645930570118,34.07566602250717
Pinus_radiata,T2,39,2,30,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,24.119000831378422,60.010490007873706
Pinus_radiata,T2,39,3,45,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,27.176364932384732,59.27138026484863
Pinus_radiata,T2,39,4,60,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,27.363891215643417,53.730507217799406
Pinus_radiata,T2,39,5,75,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,26.63158791861726,54.75447583772687
Pinus_radiata,T2,39,6,90,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,26.468385492560955,54.58088253130429
Pinus_radiata,T2,39,7,105,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,28.426884377652087,46.9143676528518
Pinus_radiata,T2,39,8,120,25,0.02,1.5,0.09825699222085743,-0.028841622990212635,26.076201308349642,52.269241629616914
Pinus_radiata,T2,40,1,15,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,15.035099098265933,36.19198743000306
Pinus_radiata,T2,40,2,30,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,18.8687403736246,38.9458162094784
Pinus_radiata,T2,40,3,45,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,21.64773509360645,45.34694559384745
Pinus_radiata,T2,40,4,60,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,21.799550892944552,44.022927353622755
Pinus_radiata,T2,40,5,75,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,NA,40.5036407049653
Pinus_radiata,T2,40,6,90,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,22.67620918179877,NA
Pinus_radiata,T2,40,7,105,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,22.21618466821086,33.647939273326465
Pinus_radiata,T2,40,8,120,25,0.02,1.5,-0.07818802282243713,-0.028841622990212635,20.151286688239548,45.795277425538636
Pinus_radiata,T2,41,1,15,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,15.465896008737658,28.116624492587327
Pinus_radiata,T2,41,2,30,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,24.83620689945556,39.104850078814835
Pinus_radiata,T2,41,3,45,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,22.935636322344156,45.46081262502511
Pinus_radiata,T2,41,4,60,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,22.3596153198886,48.575655601135225
Pinus_radiata,T2,41,5,75,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,22.06948338015432,55.04617221257686
Pinus_radiata,T2,41,6,90,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,21.12775718990718,43.357551000952284
Pinus_radiata,T2,41,7,105,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,21.882733752651234,40.144682989699675
Pinus_radiata,T2,41,8,120,25,0.02,1.5,-0.0670106809118283,-0.028841622990212635,23.487030166404168,NA
Pinus_radiata,T2,42,1,15,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,17.687151984754124,31.373102140250133
Pinus_radiata,T2,42,2,30,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,23.98906439483786,45.71862679218542
Pinus_radiata,T2,42,3,45,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,24.387898337937827,48.417633276308315
Pinus_radiata,T2,42,4,60,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,27.2231938182303,50.36281522647089
Pinus_radiata,T2,42,5,75,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,25.392689568890997,44.259008312653265
Pinus_radiata,T2,42,6,90,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,26.2185547059332,48.75150690832653
Pinus_radiata,T2,42,7,105,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,24.993520413387813,51.02324388470159
Pinus_radiata,T2,42,8,120,25,0.02,1.5,0.013974680382324384,-0.028841622990212635,24.598611570548385,43.93991744051439
Pinus_radiata,T2,43,1,15,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,NA,32.829294391587894
Pinus_radiata,T2,43,2,30,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,21.475512271733383,48.93406942614002
Pinus_radiata,T2,43,3,45,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,23.71457480274613,50.27018584599207
Pinus_radiata,T2,43,4,60,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,21.373726002888613,48.028856490652316
Pinus_radiata,T2,43,5,75,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,23.3133690835102,50.82063102418323
Pinus_radiata,T2,43,6,90,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,22.869083030083864,51.16610596277306
Pinus_radiata,T2,43,7,105,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,22.570844511920694,49.595853079117035
Pinus_radiata,T2,43,8,120,25,0.02,1.5,-0.005971772106108346,-0.028841622990212635,23.69074988193544,52.19793474280906
Pinus_radiata,T2,44,1,15,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,15.761047674199858,29.04413024700358
Pinus_radiata,T2,44,2,30,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,24.315233843121085,46.39281339457658
Pinus_radiata,T2,44,3,45,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,24.238954915440825,56.45423957262779
Pinus_radiata,T2,44,4,60,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,23.48414448015308,42.504473661417634
Pinus_radiata,T2,44,5,75,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,25.265004585780417,NA
Pinus_radiata,T2,44,6,90,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,25.04550062607151,44.652390309804645
Pinus_radiata,T2,44,7,105,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,NA,42.75309782336086
Pinus_radiata,T2,44,8,120,25,0.02,1.5,-0.009163291051925022,-0.028841622990212635,28.292022613438707,52.12552244074037
Pinus_radiata,T2,45,1,15,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,16.4754628580393,31.419826215922125
Pinus_radiata,T2,45,2,30,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,20.440376935497696,44.3059318007262
Pinus_radiata,T2,45,3,45,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,23.687168214940822,49.533963220427026
Pinus_radiata,T2,45,4,60,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,24.619936385744083,55.29109372753335
Pinus_radiata,T2,45,5,75,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,25.019152047295425,56.3439615647732
Pinus_radiata,T2,45,6,90,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,24.93080431874131,40.9297013323893
Pinus_radiata,T2,45,7,105,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,24.12898021555114,NA
Pinus_radiata,T2,45,8,120,25,0.02,1.5,-0.004384589273461337,-0.028841622990212635,22.30735414881113,48.55637338303295
Pinus_radiata,T2,46,1,15,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,15.934229465865533,34.23180357508382
Pinus_radiata,T2,46,2,30,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,NA,45.94894988015224
Pinus_radiata,T2,46,3,45,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,22.872314379944065,NA
Pinus_radiata,T2,46,4,60,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,22.773229880546502,45.28667018698233
Pinus_radiata,T2,46,5,75,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,23.326906690966265,NA
Pinus_radiata,T2,46,6,90,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,25.79996741169242,47.3708633027445
Pinus_radiata,T2,46,7,105,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,26.520166732412747,43.65870523602535
Pinus_radiata,T2,46,8,120,25,0.02,1.5,-0.01830948573928644,-0.028841622990212635,25.699016803076542,48.046100056877634
Pinus_radiata,T2,47,1,15,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,17.13083369979698,38.04424031181646
Pinus_radiata,T2,47,2,30,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,23.510686286614074,48.4700304974047
Pinus_radiata,T2,47,3,45,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,23.495799160440004,48.140216141765684
Pinus_radiata,T2,47,4,60,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,23.410860793713297,48.76350486148282
Pinus_radiata,T2,47,5,75,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,22.61854924442641,52.489967946272465
Pinus_radiata,T2,47,6,90,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,25.127666268816707,56.2830433012437
Pinus_radiata,T2,47,7,105,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,24.19526935275588,50.77915136249824
Pinus_radiata,T2,47,8,120,25,0.02,1.5,-0.009143768977145736,-0.028841622990212635,24.769327005230874,NA
Pinus_radiata,T2,48,1,15,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,15.889860141147148,39.9927725530019
Pinus_radiata,T2,48,2,30,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,23.01045492039459,38.76920967299289
Pinus_radiata,T2,48,3,45,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,23.433776837362842,45.62078816435071
Pinus_radiata,T2,48,4,60,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,NA,47.26961170734586
Pinus_radiata,T2,48,5,75,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,22.113197943083225,44.99728090171504
Pinus_radiata,T2,48,6,90,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,21.65221377172859,43.56582274249105
Pinus_radiata,T2,48,7,105,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,23.332593966898646,49.80095071292198
Pinus_radiata,T2,48,8,120,25,0.02,1.5,-0.02960339199458267,-0.028841622990212635,22.948827563421425,49.568602492078455
Pinus_radiata,T2,49,1,15,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,16.57469775144564,35.09280846580635
Pinus_radiata,T2,49,2,30,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,27.097125466173377,45.599624153658254
Pinus_radiata,T2,49,3,45,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,27.302761762783863,46.06189575664985
Pinus_radiata,T2,49,4,60,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,24.7518453682717,44.077108287755074
Pinus_radiata,T2,49,5,75,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,26.24173775689854,48.60532892350662
Pinus_radiata,T2,49,6,90,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,24.582030750135633,46.86392771862002
Pinus_radiata,T2,49,7,105,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,24.904769662824357,48.51542210635364
Pinus_radiata,T2,49,8,120,25,0.02,1.5,0.0069684938596500726,-0.028841622990212635,23.855754483307006,47.70737420797896
Pinus_radiata,T2,50,1,15,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,17.609459629873406,NA
Pinus_radiata,T2,50,2,30,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,NA,55.18465232147471
Pinus_radiata,T2,50,3,45,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,27.52637159656981,55.11882616496541
Pinus_radiata,T2,50,4,60,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,25.366991677605697,47.910292836893646
Pinus_radiata,T2,50,5,75,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,25.489453456437243,56.65194314098989
Pinus_radiata,T2,50,6,90,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,27.422635012634988,59.051721322262345
Pinus_radiata,T2,50,7,105,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,26.75616131745656,58.869792590735095
Pinus_radiata,T2,50,8,120,25,0.02,1.5,0.08799836932922753,-0.028841622990212635,29.58968343080716,49.80904818402455
Pinus_radiata,T2,51,1,15,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,17.67569038448129,36.95019637124271
Pinus_radiata,T2,51,2,30,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,22.11552925100051,48.27764753477036
Pinus_radiata,T2,51,3,45,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,24.738750896655542,51.87091588573329
Pinus_radiata,T2,51,4,60,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,23.70330887491511,45.27653292616718
Pinus_radiata,T2,51,5,75,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,23.404598165827224,46.95592317374245
Pinus_radiata,T2,51,6,90,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,24.48137084191217,55.49794625139685
Pinus_radiata,T2,51,7,105,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,24.457802701407083,52.37389381492921
Pinus_radiata,T2,51,8,120,25,0.02,1.5,0.027890983175056623,-0.028841622990212635,22.079005750856766,50.113257700104846
Pinus_radiata,T2,52,1,15,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,14.255533889997412,31.27141380682588
Pinus_radiata,T2,52,2,30,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,20.70137671768325,39.962830064584516
Pinus_radiata,T2,52,3,45,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,19.841383535953284,43.52942070970404
Pinus_radiata,T2,52,4,60,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,NA,37.4805556086619
Pinus_radiata,T2,52,5,75,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,21.994288907315397,33.14666223526045
Pinus_radiata,T2,52,6,90,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,22.636308374745898,48.58631059653898
Pinus_radiata,T2,52,7,105,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,21.868743265787636,43.1599035467798
Pinus_radiata,T2,52,8,120,25,0.02,1.5,-0.11623781424175539,-0.028841622990212635,20.024766527415743,50.39700973242792
Pinus_radiata,T2,53,1,15,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,17.793510958304285,35.46807385968194
Pinus_radiata,T2,53,2,30,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,NA,54.15922146328763
Pinus_radiata,T2,53,3,45,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,26.674989419087847,58.84074107677628
Pinus_radiata,T2,53,4,60,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,24.112064758601075,48.20758622949678
Pinus_radiata,T2,53,5,75,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,24.34635056221641,51.01863777714478
Pinus_radiata,T2,53,6,90,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,24.44484856246417,49.704847502544474
Pinus_radiata,T2,53,7,105,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,25.093688483490702,NA
Pinus_radiata,T2,53,8,120,25,0.02,1.5,0.03952395010565086,-0.028841622990212635,24.6521437489437,46.64198005050012
Pinus_radiata,T2,54,1,15,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,16.34097394515675,33.32182171987195
Pinus_radiata,T2,54,2,30,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,19.995843904950867,48.51406685360084
Pinus_radiata,T2,54,3,45,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,24.8363580282502,44.68573314138831
Pinus_radiata,T2,54,4,60,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,22.938856061707117,44.45913238021851
Pinus_radiata,T2,54,5,75,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,23.95558883376491,43.31172291651333
Pinus_radiata,T2,54,6,90,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,22.409123720347722,43.20871178015022
Pinus_radiata,T2,54,7,105,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,21.888105194785958,45.65941681885638
Pinus_radiata,T2,54,8,120,25,0.02,1.5,-0.0476464719596883,-0.028841622990212635,23.686037120844617,51.67416166113143
Pinus_radiata,T2,55,1,15,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,15.345186553951084,30.52914740224937
Pinus_radiata,T2,55,2,30,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,23.763853493979045,44.13643514032439
Pinus_radiata,T2,55,3,45,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,23.18056817658795,43.90955248446775
Pinus_radiata,T2,55,4,60,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,23.552154125850773,44.49954087783571
Pinus_radiata,T2,55,5,75,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,22.45158982632909,39.85475436423549
Pinus_radiata,T2,55,6,90,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,25.66472178864206,48.33403894906147
Pinus_radiata,T2,55,7,105,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,23.40848063192699,43.187435129767174
Pinus_radiata,T2,55,8,120,25,0.02,1.5,-0.04834141819066881,-0.028841622990212635,23.53316712467131,44.986168730631334
Pinus_radiata,T2,56,1,15,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,16.627666693788193,34.38880867900672
Pinus_radiata,T2,56,2,30,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,22.88772777949596,44.161258427577195
Pinus_radiata,T2,56,3,45,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,24.92324551400192,46.56193189734835
Pinus_radiata,T2,56,4,60,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,21.89539572188549,43.4493392206645
Pinus_radiata,T2,56,5,75,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,22.861098710717197,48.9530431320336
Pinus_radiata,T2,56,6,90,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,21.823204504254846,44.19406314719761
Pinus_radiata,T2,56,7,105,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,22.134763220681066,50.24192455096455
Pinus_radiata,T2,56,8,120,25,0.02,1.5,-0.048545310920885903,-0.028841622990212635,21.291550647363984,48.436463444565774
Pinus_radiata,T2,57,1,15,25,0.02,1.5,-0.016239729786540324,-0.028841622990212635,16.86575829224194,28.894530329537048
Pinus_radiata,T2,57,2,30,25,0.02,1.5,-0.016239729786540324,-0.028841622990212635,23.005454793306725,50.75923270022529
